
# Explanation:
#   SampleID: unique folder name for each sample.
#   Rwp(%)   : final Rwp in percent (Bragg-Only, Conventional line).
#   ZeroShift: final zero shift (degrees).
#   Biso_O1  : isotropic displacement parameter for atom O1.
#   Biso_O2  : isotropic displacement parameter for atom O2.
#   Biso_O3  : isotropic displacement parameter for atom O3.
#   Biso_Pb  : isotropic displacement parameter for atom Pb.
#   Biso_S  : isotropic displacement parameter for atom S.
#   Scale    : final scale factor.
#   U, V, W  : final peak shape parameters.
#   a, b, c  : orthorhombic lattice parameters (Å).
#   Status   : parse result from .out (OK, NO_OUT, NEG_BISO, etc.).
#   Class    : classification label [CLOSE, BOUNDARY, INVALID].
#   FirstBragg: first bragg peak 2theta from .prf

Run: 1
DateTime: 2025-05-05_13-38-19
Crystal Structure: orthorhombic
# If 'sample1' is found, we define reference_rwp = that sample's Rwp => Rref.
# Reference Rwp (Rref) from sample1 => 7.370
# Thresholds => Close < (Rref+10), Boundary < (Rref+20), else Invalid.
# SampleID        Rwp(%)    ZeroShift    Biso_O1  Biso_O2  Biso_O3  Biso_Pb  Biso_S  Scale      U        V        W       a        b        c      FirstBragg   Status     Class
sample3191      12.000     -0.11831   1.98980   1.46863   1.31861   1.41337   0.41844      1.479970   0.15568  -0.45565   0.41917   8.47933  5.39686  6.95781    20.35750  OK        CLOSE
sample3192      11.900     -0.12456   1.98983   1.46847   1.31853   1.41335   0.41845      1.480895   0.15570  -0.45548   0.41944   8.47838  5.39638  6.95807    20.35170  OK        CLOSE
sample3193       8.040     -0.07456   1.98963   1.46862   1.31866   1.41321   0.41849      1.479002   0.15554  -0.45593   0.41902   8.47922  5.39692  6.95876    20.39970  OK        CLOSE
sample3194      13.800     -0.04956   1.98953   1.46854   1.31846   1.41328   0.41847      1.480155   0.15577  -0.45616   0.41923   8.47880  5.39719  6.95772    20.42690  OK        CLOSE
sample3195       8.900     -0.09956   1.98973   1.46869   1.31859   1.41342   0.41851      1.481636   0.15562  -0.45570   0.41881   8.47965  5.39665  6.95842    20.37490  OK        CLOSE
sample3196      10.200     -0.11206   1.98988   1.46865   1.31856   1.41332   0.41850      1.480525   0.15573  -0.45604   0.41933   8.47859  5.39679  6.95824    20.36370  OK        CLOSE
sample3197      10.600     -0.06206   1.98968   1.46851   1.31869   1.41346   0.41846      1.482006   0.15558  -0.45559   0.41891   8.47944  5.39625  6.95894    20.41160  OK        CLOSE
sample3198       7.860     -0.08706   1.98958   1.46873   1.31849   1.41339   0.41848      1.480463   0.15566  -0.45582   0.41912   8.47817  5.39652  6.95789    20.38970  OK        CLOSE
sample3199      17.500     -0.13706   1.98978   1.46858   1.31862   1.41325   0.41844      1.479785   0.15550  -0.45627   0.41870   8.47901  5.39706  6.95859    20.33770  OK        BOUNDARY
sample32        15.400     -0.13327   1.98962   1.46865   1.31860   1.41339   0.41848      1.479382   0.15553  -0.45560   0.41899   8.47844  5.39685  6.95851    20.34220  OK        CLOSE
sample320       15.900     -0.13503   1.98974   1.46872   1.31852   1.41344   0.41844      1.480591   0.15549  -0.45595   0.41918   8.47816  5.39709  6.95843    20.34080  OK        CLOSE
sample3200      15.600     -0.13667   1.98952   1.46853   1.31862   1.41339   0.41845      1.479889   0.15560  -0.45593   0.41874   8.47866  5.39674  6.95798    20.33950  OK        CLOSE
sample3201       7.760     -0.08667   1.98972   1.46868   1.31848   1.41325   0.41849      1.480218   0.15576  -0.45548   0.41916   8.47951  5.39620  6.95867    20.38740  OK        CLOSE
sample3202      11.900     -0.06167   1.98982   1.46846   1.31868   1.41332   0.41843      1.482110   0.15552  -0.45571   0.41895   8.47824  5.39647  6.95832    20.41430  OK        CLOSE
sample3203      11.900     -0.11167   1.98962   1.46861   1.31855   1.41346   0.41847      1.480629   0.15568  -0.45616   0.41937   8.47909  5.39701  6.95902    20.36220  OK        CLOSE
sample3204       7.430     -0.09917   1.98957   1.46872   1.31858   1.41329   0.41848      1.480906   0.15548  -0.45559   0.41885   8.47803  5.39634  6.95780    20.37790  OK        CLOSE
sample3205      13.300     -0.04917   1.98977   1.46857   1.31845   1.41343   0.41844      1.480259   0.15564  -0.45605   0.41927   8.47887  5.39688  6.95850    20.42590  OK        CLOSE
sample3206       8.690     -0.07417   1.98987   1.46864   1.31865   1.41336   0.41850      1.479519   0.15556  -0.45628   0.41906   8.47845  5.39715  6.95815    20.40190  OK        CLOSE
sample3207      14.200     -0.12417   1.98967   1.46850   1.31852   1.41322   0.41846      1.480999   0.15572  -0.45582   0.41948   8.47930  5.39661  6.95885    20.34980  OK        CLOSE
sample3208      11.900     -0.11792   1.98955   1.46866   1.31860   1.41323   0.41847      1.479704   0.15574  -0.45576   0.41911   8.47834  5.39708  6.95841    20.35780  OK        CLOSE
sample3209      10.500     -0.06792   1.98975   1.46851   1.31847   1.41337   0.41851      1.481185   0.15558  -0.45622   0.41869   8.47919  5.39654  6.95772    20.40820  OK        CLOSE
sample321        7.870     -0.08503   1.98954   1.46857   1.31865   1.41330   0.41848      1.480697   0.15564  -0.45549   0.41876   8.47901  5.39655  6.95774    20.39120  OK        CLOSE
sample3210      15.700     -0.04292   1.98985   1.46873   1.31866   1.41345   0.41845      1.481925   0.15566  -0.45599   0.41932   8.47877  5.39627  6.95876    20.43180  OK        CLOSE
sample3211       7.890     -0.09292   1.98965   1.46859   1.31853   1.41330   0.41849      1.479671   0.15550  -0.45554   0.41890   8.47961  5.39681  6.95806    20.38220  OK        CLOSE
sample3212       9.100     -0.10542   1.98960   1.46848   1.31863   1.41341   0.41848      1.481555   0.15570  -0.45633   0.41922   8.47856  5.39668  6.95858    20.36980  OK        CLOSE
sample3213      11.700     -0.05542   1.98980   1.46862   1.31850   1.41327   0.41844      1.480074   0.15554  -0.45588   0.41880   8.47940  5.39721  6.95789    20.42020  OK        CLOSE
sample3214       7.890     -0.08042   1.98990   1.46855   1.31870   1.41320   0.41850      1.479884   0.15577  -0.45565   0.41943   8.47813  5.39694  6.95893    20.39460  OK        CLOSE
sample3215      14.200     -0.13042   1.98970   1.46870   1.31857   1.41334   0.41846      1.480814   0.15562  -0.45611   0.41901   8.47898  5.39640  6.95824    20.34500  OK        CLOSE
sample3216      12.800     -0.12729   1.98973   1.46863   1.31856   1.41345   0.41844      1.480352   0.15547  -0.45579   0.41935   8.47818  5.39657  6.95819    20.34900  OK        CLOSE
sample3217       7.730     -0.07729   1.98954   1.46849   1.31869   1.41331   0.41848      1.480591   0.15563  -0.45625   0.41893   8.47903  5.39711  6.95889    20.39690  OK        CLOSE
sample3218      13.700     -0.05229   1.98963   1.46871   1.31849   1.41324   0.41846      1.481092   0.15555  -0.45602   0.41914   8.47861  5.39684  6.95784    20.42420  OK        CLOSE
sample3219       9.010     -0.10229   1.98983   1.46856   1.31862   1.41338   0.41850      1.479611   0.15571  -0.45556   0.41872   8.47946  5.39630  6.95854    20.37210  OK        CLOSE
sample322       11.800     -0.06003   1.98964   1.46865   1.31845   1.41323   0.41846      1.481331   0.15556  -0.45572   0.41939   8.47859  5.39628  6.95878    20.41480  OK        CLOSE
sample3220       7.510     -0.08979   1.98978   1.46852   1.31852   1.41321   0.41851      1.480689   0.15559  -0.45636   0.41945   8.47882  5.39725  6.95837    20.38550  OK        CLOSE
sample3221      14.500     -0.03979   1.98958   1.46867   1.31866   1.41335   0.41847      1.479982   0.15574  -0.45591   0.41903   8.47967  5.39671  6.95906    20.43350  OK        CLOSE
sample3222      11.500     -0.06479   1.98968   1.46860   1.31846   1.41342   0.41849      1.480722   0.15551  -0.45568   0.41924   8.47840  5.39644  6.95802    20.41160  OK        CLOSE
sample3223      12.300     -0.11479   1.98988   1.46874   1.31859   1.41328   0.41845      1.482203   0.15567  -0.45613   0.41882   8.47925  5.39698  6.95871    20.35950  OK        CLOSE
sample3224      12.200     -0.12104   1.98976   1.46858   1.31854   1.41329   0.41844      1.480167   0.15569  -0.45596   0.41898   8.47850  5.39624  6.95898    20.35350  OK        CLOSE
sample3225       8.940     -0.07104   1.98956   1.46873   1.31867   1.41344   0.41849      1.481647   0.15553  -0.45551   0.41940   8.47935  5.39678  6.95828    20.40390  OK        CLOSE
sample3226      14.500     -0.04604   1.98966   1.46851   1.31848   1.41337   0.41846      1.480907   0.15576  -0.45574   0.41877   8.47808  5.39705  6.95863    20.42950  OK        CLOSE
sample3227       7.570     -0.09604   1.98986   1.46865   1.31861   1.41322   0.41851      1.479533   0.15561  -0.45619   0.41919   8.47893  5.39651  6.95793    20.37990  OK        CLOSE
sample3228      10.000     -0.10854   1.98981   1.46869   1.31857   1.41333   0.41850      1.481277   0.15573  -0.45562   0.41908   8.47829  5.39691  6.95880    20.36650  OK        CLOSE
sample3229      12.300     -0.05854   1.98961   1.46854   1.31871   1.41319   0.41845      1.479796   0.15557  -0.45608   0.41950   8.47914  5.39637  6.95811    20.41690  OK        CLOSE
sample323       10.500     -0.11003   1.98984   1.46850   1.31858   1.41337   0.41850      1.479851   0.15572  -0.45618   0.41897   8.47943  5.39682  6.95809    20.36520  OK        CLOSE
sample3230       7.630     -0.08354   1.98971   1.46862   1.31851   1.41326   0.41848      1.479973   0.15565  -0.45631   0.41888   8.47872  5.39664  6.95845    20.39170  OK        CLOSE
sample3231      16.400     -0.13354   1.98991   1.46847   1.31864   1.41340   0.41843      1.482018   0.15549  -0.45585   0.41929   8.47956  5.39718  6.95776    20.34210  OK        CLOSE
sample3232      14.100     -0.13198   1.98962   1.46872   1.31850   1.41320   0.41850      1.479935   0.15557  -0.45606   0.41894   8.47821  5.39632  6.95861    20.34350  OK        CLOSE
sample3233       7.830     -0.08198   1.98981   1.46857   1.31864   1.41334   0.41846      1.480608   0.15573  -0.45561   0.41936   8.47906  5.39686  6.95791    20.39390  OK        CLOSE
sample3234      10.900     -0.05698   1.98972   1.46865   1.31857   1.41341   0.41848      1.482156   0.15550  -0.45583   0.41873   8.47864  5.39713  6.95895    20.41750  OK        CLOSE
sample3235       9.830     -0.10698   1.98952   1.46850   1.31870   1.41327   0.41844      1.480676   0.15565  -0.45629   0.41915   8.47948  5.39659  6.95826    20.36790  OK        CLOSE
sample3236       7.610     -0.09448   1.98967   1.46854   1.31847   1.41345   0.41843      1.480830   0.15554  -0.45549   0.41905   8.47842  5.39700  6.95843    20.38110  OK        CLOSE
sample3237      15.800     -0.04448   1.98986   1.46868   1.31860   1.41331   0.41847      1.480305   0.15569  -0.45595   0.41946   8.47927  5.39645  6.95774    20.43150  OK        CLOSE
sample3238       9.720     -0.06948   1.98977   1.46846   1.31854   1.41324   0.41845      1.479565   0.15561  -0.45618   0.41884   8.47800  5.39673  6.95878    20.40590  OK        CLOSE
sample3239      12.700     -0.11948   1.98957   1.46861   1.31867   1.41338   0.41849      1.481046   0.15577  -0.45572   0.41926   8.47885  5.39726  6.95808    20.35630  OK        CLOSE
sample324        8.080     -0.09753   1.98979   1.46854   1.31855   1.41319   0.41849      1.479876   0.15560  -0.45561   0.41928   8.47880  5.39669  6.95861    20.37740  OK        CLOSE
sample3240       9.850     -0.11323   1.98964   1.46848   1.31845   1.41336   0.41850      1.479750   0.15575  -0.45589   0.41941   8.47874  5.39652  6.95782    20.36310  OK        CLOSE
sample3241       9.600     -0.06323   1.98984   1.46863   1.31859   1.41322   0.41846      1.481231   0.15559  -0.45635   0.41899   8.47959  5.39706  6.95852    20.41110  OK        CLOSE
sample3242      17.200     -0.03823   1.98974   1.46856   1.31852   1.41329   0.41848      1.481971   0.15567  -0.45612   0.41920   8.47832  5.39679  6.95817    20.43790  OK        CLOSE
sample3243       7.640     -0.08823   1.98954   1.46870   1.31865   1.41343   0.41843      1.479769   0.15552  -0.45566   0.41878   8.47917  5.39625  6.95887    20.38590  OK        CLOSE
sample3244       8.140     -0.10073   1.98969   1.46867   1.31849   1.41333   0.41845      1.481601   0.15563  -0.45623   0.41952   8.47811  5.39720  6.95800    20.37600  OK        CLOSE
sample3245      13.000     -0.05073   1.98989   1.46852   1.31862   1.41347   0.41849      1.480120   0.15548  -0.45578   0.41910   8.47895  5.39666  6.95869    20.42390  OK        CLOSE
sample3246       9.000     -0.07573   1.98979   1.46874   1.31855   1.41340   0.41847      1.479380   0.15571  -0.45555   0.41931   8.47853  5.39639  6.95834    20.39990  OK        CLOSE
sample3247      15.500     -0.12573   1.98959   1.46859   1.31869   1.41326   0.41851      1.480861   0.15556  -0.45601   0.41889   8.47938  5.39693  6.95904    20.34780  OK        CLOSE
sample3248      15.200     -0.12885   1.98983   1.46851   1.31871   1.41326   0.41849      1.480213   0.15553  -0.45592   0.41918   8.47858  5.39703  6.95882    20.34590  OK        CLOSE
sample3249       8.250     -0.07885   1.98963   1.46866   1.31858   1.41341   0.41845      1.481694   0.15568  -0.45638   0.41876   8.47943  5.39649  6.95813    20.39630  OK        CLOSE
sample325       13.200     -0.04753   1.98959   1.46868   1.31868   1.41333   0.41845      1.479480   0.15576  -0.45606   0.41886   8.47964  5.39722  6.95791    20.42780  OK        CLOSE
sample3250      14.100     -0.05385   1.98953   1.46858   1.31864   1.41333   0.41851      1.480953   0.15560  -0.45615   0.41939   8.47816  5.39622  6.95848    20.42190  OK        CLOSE
sample3251       8.660     -0.10385   1.98973   1.46873   1.31851   1.41319   0.41847      1.479473   0.15576  -0.45569   0.41897   8.47901  5.39676  6.95778    20.37230  OK        CLOSE
sample3252       7.560     -0.09135   1.98988   1.46862   1.31868   1.41337   0.41846      1.480476   0.15557  -0.45626   0.41928   8.47837  5.39662  6.95900    20.38330  OK        CLOSE
sample3253      14.700     -0.04135   1.98968   1.46847   1.31855   1.41323   0.41850      1.479843   0.15572  -0.45581   0.41886   8.47922  5.39716  6.95830    20.43370  OK        CLOSE
sample3254       9.550     -0.06635   1.98958   1.46869   1.31861   1.41330   0.41844      1.480583   0.15549  -0.45558   0.41949   8.47879  5.39689  6.95865    20.40850  OK        CLOSE
sample3255      11.300     -0.11635   1.98978   1.46855   1.31848   1.41344   0.41848      1.482064   0.15564  -0.45604   0.41907   8.47964  5.39635  6.95795    20.35890  OK        CLOSE
sample3256      12.200     -0.12260   1.98985   1.46868   1.31866   1.41342   0.41847      1.480028   0.15562  -0.45609   0.41870   8.47805  5.39683  6.95839    20.35340  OK        CLOSE
sample3257       8.910     -0.07260   1.98965   1.46853   1.31853   1.41328   0.41843      1.481508   0.15547  -0.45564   0.41913   8.47890  5.39629  6.95908    20.40140  OK        CLOSE
sample3258      15.300     -0.04760   1.98955   1.46860   1.31859   1.41321   0.41849      1.480768   0.15570  -0.45586   0.41891   8.47848  5.39656  6.95804    20.42860  OK        CLOSE
sample3259       8.980     -0.09760   1.98975   1.46845   1.31846   1.41335   0.41845      1.479287   0.15555  -0.45632   0.41933   8.47932  5.39710  6.95874    20.37660  OK        CLOSE
sample326        8.570     -0.07253   1.98969   1.46846   1.31848   1.41340   0.41847      1.480221   0.15552  -0.45629   0.41949   8.47837  5.39696  6.95896    20.40220  OK        CLOSE
sample3260       9.460     -0.11010   1.98990   1.46856   1.31869   1.41325   0.41846      1.481138   0.15574  -0.45552   0.41881   8.47869  5.39642  6.95821    20.36560  OK        CLOSE
sample3261       9.940     -0.06010   1.98970   1.46871   1.31856   1.41339   0.41851      1.479658   0.15559  -0.45598   0.41923   8.47954  5.39696  6.95891    20.41350  OK        CLOSE
sample3262       7.680     -0.08510   1.98960   1.46849   1.31863   1.41346   0.41844      1.480258   0.15566  -0.45621   0.41902   8.47827  5.39723  6.95787    20.39170  OK        CLOSE
sample3263      16.400     -0.13510   1.98980   1.46864   1.31850   1.41332   0.41848      1.481879   0.15551  -0.45575   0.41944   8.47911  5.39669  6.95856    20.33960  OK        CLOSE
sample3264      17.100     -0.13589   1.98966   1.46874   1.31861   1.41335   0.41848      1.480467   0.15570  -0.45553   0.41914   8.47801  5.39721  6.95910    20.33890  OK        CLOSE
sample3265       7.460     -0.08589   1.98986   1.46859   1.31848   1.41320   0.41844      1.480813   0.15554  -0.45598   0.41873   8.47886  5.39667  6.95840    20.38930  OK        CLOSE
sample3266      11.600     -0.06089   1.98976   1.46866   1.31867   1.41327   0.41850      1.481208   0.15562  -0.45621   0.41935   8.47844  5.39640  6.95875    20.41410  OK        CLOSE
sample3267      10.700     -0.11089   1.98956   1.46852   1.31854   1.41342   0.41846      1.479727   0.15547  -0.45576   0.41894   8.47928  5.39694  6.95805    20.36450  OK        CLOSE
sample3268       8.260     -0.09838   1.98961   1.46855   1.31864   1.41331   0.41847      1.480837   0.15566  -0.45610   0.41925   8.47865  5.39653  6.95892    20.37610  OK        CLOSE
sample3269      13.000     -0.04839   1.98981   1.46870   1.31851   1.41345   0.41851      1.479357   0.15551  -0.45564   0.41883   8.47950  5.39707  6.95823    20.42650  OK        CLOSE
sample327       12.600     -0.12253   1.98989   1.46861   1.31862   1.41326   0.41843      1.481701   0.15568  -0.45584   0.41907   8.47922  5.39642  6.95826    20.35260  OK        CLOSE
sample3270       8.910     -0.07339   1.98971   1.46848   1.31871   1.41338   0.41845      1.480097   0.15574  -0.45587   0.41946   8.47823  5.39680  6.95857    20.40210  OK        CLOSE
sample3271      12.000     -0.12338   1.98951   1.46863   1.31858   1.41324   0.41849      1.481578   0.15558  -0.45633   0.41904   8.47907  5.39626  6.95788    20.35260  OK        CLOSE
sample3272      11.200     -0.11714   1.98969   1.46846   1.31863   1.41322   0.41848      1.480652   0.15560  -0.45616   0.41878   8.47854  5.39687  6.95814    20.35890  OK        CLOSE
sample3273       9.680     -0.06713   1.98989   1.46861   1.31849   1.41336   0.41844      1.482133   0.15576  -0.45570   0.41920   8.47939  5.39633  6.95883    20.40680  OK        CLOSE
