
# Explanation:
#   SampleID: unique folder name for each sample.
#   Rwp(%)   : final Rwp in percent (Bragg-Only, Conventional line).
#   ZeroShift: final zero shift (degrees).
#   Biso_Ce  : isotropic displacement parameter for atom Ce.
#   Biso_O  : isotropic displacement parameter for atom O.
#   Scale    : final scale factor.
#   U, V, W  : final peak shape parameters.
#   a        : cubic lattice parameter (Å).
#   Status   : parse result from .out (OK, NO_OUT, NEG_BISO, etc.).
#   Class    : classification label [CLOSE, BOUNDARY, INVALID].
#   FirstBragg: first bragg peak 2theta from .prf

Run: 1
DateTime: 2025-05-12_05-34-00
Crystal Structure: cubic
# If 'sample1' is found, we define reference_rwp = that sample's Rwp => Rref.
# Reference Rwp (Rref) from sample1 => 12.600
# Thresholds => Close < (Rref+10), Boundary < (Rref+20), else Invalid.
# SampleID        Rwp(%)    ZeroShift    Biso_Ce  Biso_O  Scale      U        V        W       a      FirstBragg   Status     Class
sample1733      13.700     -0.01254   0.03938   0.84880      0.000644   0.02153  -0.03969   0.01965   5.41167    28.53250  OK        CLOSE
sample1734      13.900     -0.01630   0.03938   0.84892      0.000643   0.02156  -0.03967   0.01966   5.41126    28.53100  OK        CLOSE
sample1735      14.000     -0.02379   0.03938   0.84884      0.000644   0.02154  -0.03963   0.01964   5.41153    28.52200  OK        CLOSE
sample1736      12.600     -0.02286   0.03938   0.84878      0.000644   0.02154  -0.03965   0.01966   5.41130    28.52420  OK        CLOSE
sample1737      13.100     -0.01536   0.03938   0.84887      0.000644   0.02156  -0.03969   0.01964   5.41157    28.53030  OK        CLOSE
sample1738      18.200     -0.01161   0.03938   0.84883      0.000644   0.02153  -0.03967   0.01967   5.41116    28.53620  OK        CLOSE
sample1739      12.600     -0.01911   0.03938   0.84891      0.000645   0.02155  -0.03963   0.01965   5.41143    28.52720  OK        CLOSE
sample174       13.300     -0.01668   0.03938   0.84890      0.000644   0.02154  -0.03968   0.01967   5.41136    28.53010  OK        CLOSE
sample1740      12.600     -0.02098   0.03938   0.84881      0.000644   0.02155  -0.03964   0.01965   5.41123    28.52650  OK        CLOSE
sample1741      14.000     -0.01348   0.03938   0.84889      0.000644   0.02153  -0.03968   0.01967   5.41150    28.53250  OK        CLOSE
sample1742      13.100     -0.01723   0.03938   0.84885      0.000644   0.02156  -0.03966   0.01966   5.41137    28.52950  OK        CLOSE
sample1743      15.500     -0.02473   0.03938   0.84893      0.000643   0.02154  -0.03962   0.01968   5.41164    28.52050  OK        CLOSE
sample1744      13.400     -0.02426   0.03938   0.84892      0.000644   0.02153  -0.03970   0.01967   5.41138    28.52240  OK        CLOSE
sample1745      12.700     -0.01676   0.03938   0.84883      0.000645   0.02155  -0.03966   0.01965   5.41165    28.52840  OK        CLOSE
sample1746      16.100     -0.01301   0.03938   0.84887      0.000644   0.02154  -0.03964   0.01968   5.41125    28.53430  OK        CLOSE
sample1747      12.600     -0.02051   0.03938   0.84879      0.000644   0.02156  -0.03968   0.01966   5.41152    28.52540  OK        CLOSE
sample1748      13.300     -0.01864   0.03938   0.84894      0.000644   0.02156  -0.03969   0.01964   5.41118    28.52910  OK        CLOSE
sample1749      15.900     -0.01114   0.03938   0.84885      0.000643   0.02153  -0.03965   0.01966   5.41145    28.53510  OK        CLOSE
sample175       15.000     -0.02418   0.03938   0.84881      0.000645   0.02156  -0.03964   0.01965   5.41163    28.52110  OK        CLOSE
sample1750      14.300     -0.01489   0.03938   0.84890      0.000644   0.02155  -0.03963   0.01965   5.41131    28.53210  OK        CLOSE
sample1751      13.500     -0.02239   0.03938   0.84881      0.000644   0.02152  -0.03967   0.01967   5.41159    28.52320  OK        CLOSE
sample1752      12.700     -0.02333   0.03938   0.84884      0.000644   0.02153  -0.03970   0.01965   5.41128    28.52390  OK        CLOSE
sample1753      13.000     -0.01583   0.03938   0.84893      0.000644   0.02155  -0.03966   0.01968   5.41155    28.52990  OK        CLOSE
sample1754      15.400     -0.01208   0.03938   0.84880      0.000644   0.02154  -0.03964   0.01964   5.41142    28.53440  OK        CLOSE
sample1755      12.900     -0.01958   0.03938   0.84889      0.000644   0.02156  -0.03968   0.01966   5.41169    28.52540  OK        CLOSE
sample1756      12.500     -0.02145   0.03938   0.84882      0.000643   0.02157  -0.03969   0.01968   5.41135    28.52540  OK        CLOSE
sample1757      13.400     -0.01395   0.03938   0.84891      0.000644   0.02154  -0.03965   0.01966   5.41162    28.53140  OK        CLOSE
sample1758      13.500     -0.01770   0.03938   0.84878      0.000644   0.02155  -0.03963   0.01967   5.41121    28.52980  OK        CLOSE
sample1759      14.600     -0.02520   0.03938   0.84886      0.000644   0.02153  -0.03967   0.01965   5.41148    28.52090  OK        CLOSE
sample176       13.600     -0.02465   0.03938   0.84878      0.000644   0.02155  -0.03968   0.01964   5.41138    28.52200  OK        CLOSE
sample1760      13.800     -0.02544   0.03938   0.84880      0.000644   0.02156  -0.03964   0.01967   5.41134    28.52140  OK        CLOSE
sample1761      12.700     -0.01794   0.03938   0.84889      0.000643   0.02154  -0.03968   0.01965   5.41161    28.52750  OK        CLOSE
sample1762      15.400     -0.01419   0.03938   0.84885      0.000644   0.02155  -0.03970   0.01966   5.41120    28.53340  OK        CLOSE
sample1763      12.700     -0.02169   0.03938   0.84893      0.000644   0.02153  -0.03966   0.01964   5.41148    28.52440  OK        CLOSE
sample1764      12.700     -0.01981   0.03938   0.84878      0.000644   0.02153  -0.03963   0.01966   5.41127    28.52740  OK        CLOSE
sample1765      14.400     -0.01231   0.03938   0.84887      0.000645   0.02156  -0.03967   0.01968   5.41154    28.53350  OK        CLOSE
sample1766      13.400     -0.01606   0.03938   0.84882      0.000644   0.02154  -0.03969   0.01965   5.41141    28.53040  OK        CLOSE
sample1767      14.900     -0.02356   0.03938   0.84891      0.000644   0.02157  -0.03965   0.01967   5.41168    28.52150  OK        CLOSE
sample1768      12.500     -0.02262   0.03938   0.84888      0.000643   0.02156  -0.03963   0.01965   5.41117    28.52520  OK        CLOSE
sample1769      13.600     -0.01512   0.03938   0.84879      0.000644   0.02154  -0.03968   0.01967   5.41144    28.53120  OK        CLOSE
sample177       12.700     -0.01715   0.03938   0.84887      0.000643   0.02153  -0.03964   0.01966   5.41165    28.52800  OK        CLOSE
sample1770      16.900     -0.01137   0.03938   0.84892      0.000644   0.02155  -0.03969   0.01966   5.41131    28.53570  OK        CLOSE
sample1771      12.600     -0.01887   0.03938   0.84884      0.000644   0.02153  -0.03966   0.01968   5.41158    28.52670  OK        CLOSE
sample1772      12.500     -0.02075   0.03938   0.84890      0.000645   0.02152  -0.03963   0.01966   5.41137    28.52590  OK        CLOSE
sample1773      13.500     -0.01325   0.03938   0.84881      0.000644   0.02155  -0.03966   0.01964   5.41165    28.53200  OK        CLOSE
sample1774      13.700     -0.01700   0.03938   0.84894      0.000644   0.02154  -0.03968   0.01967   5.41124    28.53040  OK        CLOSE
sample1775      14.300     -0.02450   0.03938   0.84886      0.000644   0.02156  -0.03964   0.01965   5.41151    28.52140  OK        CLOSE
sample1776      13.300     -0.02497   0.03938   0.84882      0.000644   0.02155  -0.03968   0.01964   5.41126    28.52230  OK        CLOSE
sample1777      12.700     -0.01747   0.03938   0.84890      0.000644   0.02152  -0.03964   0.01966   5.41153    28.52840  OK        CLOSE
sample1778      14.500     -0.01372   0.03938   0.84878      0.000643   0.02156  -0.03966   0.01965   5.41139    28.53290  OK        CLOSE
sample1779      13.300     -0.02122   0.03938   0.84886      0.000644   0.02153  -0.03970   0.01967   5.41166    28.52390  OK        CLOSE
sample178       15.700     -0.01340   0.03938   0.84883      0.000644   0.02156  -0.03966   0.01965   5.41124    28.53400  OK        CLOSE
sample1780      12.700     -0.01934   0.03938   0.84884      0.000644   0.02154  -0.03967   0.01966   5.41132    28.52760  OK        CLOSE
sample1781      14.400     -0.01184   0.03938   0.84893      0.000644   0.02156  -0.03963   0.01965   5.41160    28.53360  OK        CLOSE
sample1782      14.600     -0.01559   0.03938   0.84880      0.000644   0.02153  -0.03965   0.01968   5.41119    28.53210  OK        CLOSE
sample1783      13.200     -0.02309   0.03938   0.84888      0.000644   0.02155  -0.03969   0.01966   5.41146    28.52310  OK        CLOSE
sample1784      13.500     -0.02403   0.03938   0.84894      0.000644   0.02155  -0.03968   0.01968   5.41143    28.52240  OK        CLOSE
sample1785      12.700     -0.01653   0.03938   0.84885      0.000644   0.02153  -0.03964   0.01966   5.41170    28.52840  OK        CLOSE
sample1786      15.900     -0.01278   0.03938   0.84889      0.000644   0.02156  -0.03966   0.01967   5.41129    28.53440  OK        CLOSE
sample1787      12.600     -0.02028   0.03938   0.84881      0.000643   0.02154  -0.03970   0.01965   5.41156    28.52540  OK        CLOSE
sample1788      12.500     -0.02215   0.03938   0.84891      0.000644   0.02154  -0.03967   0.01965   5.41122    28.52540  OK        CLOSE
sample1789      13.600     -0.01465   0.03938   0.84883      0.000644   0.02156  -0.03963   0.01967   5.41149    28.53140  OK        CLOSE
sample179       12.700     -0.02090   0.03938   0.84891      0.000644   0.02154  -0.03970   0.01967   5.41151    28.52500  OK        CLOSE
sample1790      12.800     -0.01840   0.03938   0.84887      0.000644   0.02153  -0.03965   0.01964   5.41136    28.52840  OK        CLOSE
sample1791      16.400     -0.02591   0.03938   0.84879      0.000645   0.02155  -0.03969   0.01966   5.41163    28.51940  OK        CLOSE
sample1792      14.300     -0.02593   0.03938   0.84891      0.000644   0.02153  -0.03967   0.01968   5.41136    28.52080  OK        CLOSE
sample1793      12.700     -0.01843   0.03938   0.84882      0.000644   0.02155  -0.03963   0.01966   5.41163    28.52690  OK        CLOSE
sample1794      14.900     -0.01468   0.03938   0.84887      0.000644   0.02154  -0.03965   0.01966   5.41122    28.53280  OK        CLOSE
sample1795      12.900     -0.02218   0.03938   0.84878      0.000645   0.02156  -0.03969   0.01965   5.41149    28.52390  OK        CLOSE
sample1796      12.600     -0.02031   0.03938   0.84893      0.000644   0.02156  -0.03968   0.01965   5.41129    28.52680  OK        CLOSE
sample1797      14.100     -0.01281   0.03938   0.84885      0.000644   0.02154  -0.03964   0.01967   5.41156    28.53290  OK        CLOSE
sample1798      13.100     -0.01656   0.03938   0.84889      0.000644   0.02155  -0.03966   0.01964   5.41143    28.52980  OK        CLOSE
sample1799      15.500     -0.02406   0.03938   0.84880      0.000643   0.02153  -0.03970   0.01966   5.41170    28.52090  OK        CLOSE
sample18        15.500     -0.01334   0.03938   0.84880      0.000644   0.02153  -0.03965   0.01966   5.41127    28.53390  OK        CLOSE
sample180       13.200     -0.01903   0.03938   0.84880      0.000644   0.02154  -0.03967   0.01967   5.41118    28.52870  OK        CLOSE
sample1800      12.500     -0.02312   0.03938   0.84886      0.000644   0.02152  -0.03966   0.01964   5.41119    28.52460  OK        CLOSE
sample1801      13.300     -0.01562   0.03938   0.84894      0.000644   0.02155  -0.03963   0.01966   5.41146    28.53060  OK        CLOSE
sample1802      16.300     -0.01187   0.03938   0.84881      0.000645   0.02153  -0.03965   0.01965   5.41132    28.53510  OK        CLOSE
sample1803      12.700     -0.01937   0.03938   0.84890      0.000644   0.02156  -0.03968   0.01967   5.41160    28.52610  OK        CLOSE
sample1804      12.500     -0.02125   0.03938   0.84883      0.000644   0.02156  -0.03968   0.01967   5.41139    28.52530  OK        CLOSE
sample1805      13.300     -0.01375   0.03938   0.84892      0.000644   0.02154  -0.03964   0.01965   5.41166    28.53140  OK        CLOSE
sample1806      13.500     -0.01750   0.03938   0.84879      0.000643   0.02155  -0.03966   0.01968   5.41126    28.52980  OK        CLOSE
sample1807      14.800     -0.02500   0.03938   0.84888      0.000644   0.02153  -0.03970   0.01966   5.41153    28.52090  OK        CLOSE
sample1808      13.000     -0.02453   0.03938   0.84888      0.000644   0.02154  -0.03963   0.01965   5.41124    28.52290  OK        CLOSE
sample1809      12.800     -0.01703   0.03938   0.84880      0.000644   0.02156  -0.03967   0.01967   5.41151    28.52890  OK        CLOSE
sample181       15.600     -0.01153   0.03938   0.84889      0.000645   0.02157  -0.03963   0.01965   5.41145    28.53480  OK        CLOSE
sample1810      14.800     -0.01328   0.03938   0.84892      0.000644   0.02153  -0.03969   0.01966   5.41137    28.53340  OK        CLOSE
sample1811      13.000     -0.02078   0.03938   0.84884      0.000644   0.02155  -0.03965   0.01968   5.41165    28.52440  OK        CLOSE
sample1812      12.800     -0.01890   0.03938   0.84886      0.000643   0.02155  -0.03964   0.01966   5.41131    28.52810  OK        CLOSE
sample1813      14.600     -0.01140   0.03938   0.84878      0.000644   0.02152  -0.03968   0.01964   5.41158    28.53420  OK        CLOSE
sample1814      14.900     -0.01515   0.03938   0.84890      0.000644   0.02156  -0.03970   0.01967   5.41117    28.53260  OK        CLOSE
sample1815      12.900     -0.02265   0.03938   0.84882      0.000644   0.02154  -0.03966   0.01965   5.41144    28.52370  OK        CLOSE
sample1816      13.200     -0.02359   0.03938   0.84879      0.000644   0.02154  -0.03963   0.01967   5.41141    28.52290  OK        CLOSE
sample1817      12.800     -0.01609   0.03938   0.84887      0.000645   0.02156  -0.03967   0.01965   5.41168    28.52890  OK        CLOSE
sample1818      16.400     -0.01234   0.03938   0.84883      0.000644   0.02153  -0.03969   0.01966   5.41127    28.53490  OK        CLOSE
sample1819      12.600     -0.01984   0.03938   0.84891      0.000644   0.02155  -0.03965   0.01964   5.41155    28.52590  OK        CLOSE
sample182       14.100     -0.01528   0.03938   0.84885      0.000644   0.02153  -0.03965   0.01968   5.41131    28.53170  OK        CLOSE
sample1820      12.500     -0.02172   0.03938   0.84881      0.000644   0.02156  -0.03964   0.01966   5.41121    28.52590  OK        CLOSE
sample1821      13.800     -0.01421   0.03938   0.84889      0.000643   0.02153  -0.03968   0.01968   5.41148    28.53190  OK        CLOSE
sample1822      12.900     -0.01797   0.03938   0.84885      0.000644   0.02157  -0.03970   0.01965   5.41134    28.52890  OK        CLOSE
sample1823      15.900     -0.02547   0.03938   0.84894      0.000644   0.02154  -0.03966   0.01967   5.41161    28.51990  OK        CLOSE
sample1824      13.300     -0.02523   0.03938   0.84884      0.000643   0.02155  -0.03969   0.01965   5.41122    28.52230  OK        CLOSE
sample1825      12.700     -0.01773   0.03938   0.84892      0.000644   0.02153  -0.03965   0.01967   5.41148    28.52830  OK        CLOSE
sample1826      14.500     -0.01398   0.03938   0.84879      0.000644   0.02156  -0.03963   0.01964   5.41135    28.53280  OK        CLOSE
sample1827      13.200     -0.02148   0.03938   0.84888      0.000644   0.02154  -0.03967   0.01966   5.41162    28.52390  OK        CLOSE
sample1828      12.600     -0.01961   0.03938   0.84886      0.000645   0.02154  -0.03970   0.01968   5.41142    28.52680  OK        CLOSE
sample1829      13.800     -0.01211   0.03938   0.84894      0.000644   0.02157  -0.03966   0.01966   5.41169    28.53290  OK        CLOSE
sample183       13.700     -0.02278   0.03938   0.84893      0.000644   0.02155  -0.03969   0.01966   5.41158    28.52280  OK        CLOSE
sample1830      14.000     -0.01586   0.03938   0.84882      0.000644   0.02153  -0.03964   0.01967   5.41128    28.53130  OK        CLOSE
sample1831      13.800     -0.02336   0.03938   0.84890      0.000644   0.02155  -0.03968   0.01965   5.41155    28.52240  OK        CLOSE
sample1832      12.600     -0.02242   0.03938   0.84893      0.000644   0.02155  -0.03968   0.01967   5.41132    28.52460  OK        CLOSE
sample1833      13.200     -0.01492   0.03938   0.84885      0.000643   0.02153  -0.03964   0.01965   5.41159    28.53060  OK        CLOSE
sample1834      18.600     -0.01117   0.03938   0.84889      0.000644   0.02156  -0.03963   0.01968   5.41118    28.53660  OK        CLOSE
sample1835      12.600     -0.01867   0.03938   0.84881      0.000644   0.02154  -0.03966   0.01966   5.41145    28.52760  OK        CLOSE
sample1836      12.600     -0.02054   0.03938   0.84891      0.000644   0.02153  -0.03969   0.01964   5.41125    28.52680  OK        CLOSE
sample1837      14.200     -0.01304   0.03938   0.84883      0.000645   0.02156  -0.03965   0.01966   5.41152    28.53290  OK        CLOSE
